unique_id,study_program,study_level,time_to_job_after_graduation,current_status,job_title,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
2342694,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342695,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342696,CDQ,1,,0,early_others,,1,1,0,0,CDQ,OTHER,0,1
2342697,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342698,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342699,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342700,CDQ,1,0.5,1,technical_professional,1,1,0,1,0,OTHER,OTHER,0,1
2342701,BM,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
2342702,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342703,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342704,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342705,BM,1,,0,early_others,,1,1,0,0,OTHER,OTHER,0,1
2342706,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342707,BM,1,0.5,1,admin_sales,0,0,0,1,0,OTHER,OTHER,1,
2342708,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342709,LPS,1,0.25,1,early_others,0,1,0,1,0,OTHER,OTHER,0,1
2342710,CDQ,1,0.25,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342711,CDQ,1,,0,early_others,,0,1,1,0,OTHER,OTHER,0,0
2342712,BM,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2342713,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342714,LPS,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,0
2342715,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2342716,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342717,BM,1,0.25,1,technical_professional,0,0,0,1,1,OTHER,OTHER,0,1
2342718,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342719,BM,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342720,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342721,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342722,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342723,BM,1,0.25,1,admin_sales,0,0,0,1,1,OTHER,OTHER,0,1
2342724,BM,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342725,BM,1,,0,early_others,,0,1,0,0,BM,OTHER,0,1
2342726,LPS,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
2342727,CDQ,1,0.25,1,technical_professional,1,1,1,1,0,OTHER,OTHER,0,1
2342728,BM,1,0.5,1,early_others,1,0,0,1,0,OTHER,OTHER,0,1
2342729,CDQ,1,0.25,1,early_others,0,0,1,1,0,OTHER,OTHER,0,1
2342730,CDQ,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2342731,BM,1,,0,early_others,,1,1,0,0,OTHER,OTHER,0,1
2342732,CDQ,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
2342733,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342734,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342735,CDQ,1,,0,early_others,,0,1,1,0,OTHER,OTHER,0,1
2342736,CDQ,1,0.25,1,technical_professional,0,0,1,1,0,OTHER,OTHER,0,0
2342737,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342738,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342739,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342740,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342741,BM,0,,0,early_others,,,,,,BM,OTHER,0,1
2342742,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342743,BM,1,0.25,1,senior_executives,0,0,0,1,0,OTHER,OTHER,0,1
2342744,BM,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
2342745,CDQ,1,,0,early_others,,0,0,1,0,CDQ,OTHER,0,1
2342746,BM,1,0.25,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342747,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342748,CDQ,1,,0,early_others,,1,1,0,0,CDQ,OTHER,0,1
2342749,BM,1,Other,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2342750,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342751,BM,1,0.25,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,1
2342752,CDQ,0,,1,technical_professional,0,,,,,OTHER,OTHER,0,1
2342753,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342754,CDQ,1,0.5,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,1
2342755,CDQ,1,,0,early_others,,0,1,0,1,OTHER,OTHER,0,0
2342756,CDQ,1,0.5,1,early_others,1,0,1,1,1,OTHER,OTHER,0,1
2342757,BM,1,,0,early_others,,0,1,1,1,OTHER,OTHER,0,1
2342758,BM,1,,0,early_others,,0,1,1,0,OTHER,OTHER,0,1
2342759,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342760,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342761,BM,1,0.25,1,early_others,1,0,0,1,0,OTHER,OTHER,0,1
2342762,BM,1,0.25,1,technical_professional,0,0,0,0,0,OTHER,OTHER,,
2342763,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342764,BM,1,,0,early_others,,0,0,0,1,BM,OTHER,0,1
2342765,BM,1,0.25,1,admin_sales,1,0,1,1,1,BM,OTHER,0,1
2342766,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342767,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342768,CDQ,1,0.5,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342769,CDQ,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342770,BM,1,,0,early_others,,0,1,1,0,OTHER,OTHER,1,
2342771,CDQ,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
2342772,CDQ,1,0.25,1,technical_professional,0,1,0,1,0,CDQ,OTHER,0,1
2342773,BM,1,0.25,1,senior_executives,1,0,1,1,1,OTHER,OTHER,0,1
2342774,BM,1,0.25,1,early_others,1,1,0,1,0,OTHER,OTHER,0,1
2342775,BM,1,0.25,1,early_others,0,0,0,1,0,OTHER,OTHER,0,1
2342776,CDQ,1,0.5,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2342777,BM,1,0.25,1,early_others,0,0,0,0,0,OTHER,OTHER,0,1
2342778,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342779,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342780,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342781,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342782,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342783,BM,1,0.25,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2342784,BM,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
2342785,BM,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
2342786,BM,1,0.25,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,1
2342787,BM,1,0.25,1,early_others,1,0,1,1,1,OTHER,OTHER,0,1
2342788,BM,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342789,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2342790,BM,1,0.25,1,early_others,1,0,0,1,0,OTHER,OTHER,0,1
2342791,CDQ,1,0.25,1,technical_professional,0,0,0,1,0,OTHER,OTHER,0,1
2342792,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342793,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342794,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342795,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,1,
2342796,LPS,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,0
2342797,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342798,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342799,BM,1,Other,1,early_others,0,1,1,0,1,OTHER,OTHER,0,1
2342800,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,0
2342801,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342802,LPS,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,0
2342803,CDQ,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2342804,OTHER,,,0,early_others,,,,,,OTHER,OTHER,,
2342805,CDQ,1,0.25,1,admin_sales,1,1,1,1,1,OTHER,OTHER,0,1
2342806,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
2342807,CDQ,1,0.25,1,early_others,1,1,1,1,0,OTHER,OTHER,0,1
2342808,BM,1,,0,early_others,,1,1,1,1,OTHER,OTHER,0,1
2342809,OTHER,,,0,early_others,,,,,,OTHER,OTHER,,
2342810,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342811,BM,1,0.5,1,technical_professional,1,0,0,0,0,BM,OTHER,0,1
2342812,BM,1,,0,early_others,,0,1,0,1,OTHER,OTHER,0,1
2342813,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342814,LPS,0,,0,early_others,,,,,,OTHER,OTHER,1,
2342815,LPS,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
2342816,CDQ,1,0.25,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342817,CDQ,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342818,CDQ,1,0.25,1,technical_professional,1,1,1,1,1,OTHER,OTHER,0,1
2342819,BM,1,0.25,1,early_others,1,0,1,1,1,OTHER,OTHER,0,1
2342820,CDQ,1,0.25,1,technical_professional,1,1,1,1,1,OTHER,OTHER,0,1
2342821,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342822,CDQ,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
2342823,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2342824,BM,1,Other,1,senior_executives,1,1,0,0,0,OTHER,OTHER,0,1
2342825,BM,1,0.25,1,technical_professional,0,0,0,1,0,OTHER,OTHER,0,1
2342826,BM,1,0.25,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,1
2342827,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342828,LPS,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,0
2342829,BM,1,0.25,1,admin_sales,0,0,1,1,1,OTHER,OTHER,0,1
2342830,BM,1,,0,early_others,,0,1,1,0,BM,OTHER,0,1
2342831,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342832,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342833,CDQ,1,,0,early_others,,0,1,1,0,OTHER,OTHER,1,
2342834,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
2342835,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342836,BM,1,0.5,1,admin_sales,1,0,0,0,0,OTHER,OTHER,0,1
2342837,BM,1,,0,early_others,,0,0,0,0,CDQ,OTHER,0,1
2342838,BM,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
2342839,LPS,1,,0,early_others,,0,0,0,0,LPS,OTHER,0,1
2342840,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342841,BM,1,,0,early_others,,0,1,1,1,BM,OTHER,0,1
2342842,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342843,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342844,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342845,BM,1,0.5,1,early_others,1,0,0,1,0,OTHER,OTHER,0,1
2342846,BM,1,0.25,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342847,BM,1,0.25,1,admin_sales,1,0,1,0,1,OTHER,OTHER,0,1
2342848,BM,1,,0,early_others,,0,1,0,1,OTHER,OTHER,0,1
2342849,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,1,
2342850,BM,1,0.5,1,early_others,0,0,1,0,0,OTHER,OTHER,0,1
2342851,BM,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342852,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342853,BM,1,0.25,1,technical_professional,0,0,0,0,1,OTHER,OTHER,0,1
2342854,BM,1,0.25,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342855,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342856,LPS,0,,1,early_others,0,,,,,OTHER,OTHER,0,1
2342857,BM,1,Other,1,senior_executives,1,0,0,1,0,OTHER,OTHER,,
2342858,CDQ,1,,0,early_others,,0,0,0,0,CDQ,OTHER,0,1
2342859,LPS,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342860,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,1,
2342861,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,0
2342862,BM,1,Other,1,senior_executives,1,0,0,0,0,OTHER,OTHER,0,0
2342863,CDQ,0,,1,technical_professional,0,,,,,OTHER,OTHER,0,1
2342864,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342865,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342866,CDQ,1,,0,early_others,,0,1,0,1,OTHER,OTHER,0,1
2342867,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342868,BM,1,Other,1,technical_professional,0,0,0,0,0,OTHER,OTHER,0,1
2342869,CDQ,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342870,BM,1,0.25,1,technical_professional,1,0,1,1,0,OTHER,OTHER,0,1
2342871,BM,1,0.25,1,technical_professional,1,0,1,0,0,OTHER,OTHER,0,0
2342872,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342873,BM,1,0.5,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2342874,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342875,BM,1,,0,early_others,,0,1,1,1,OTHER,OTHER,0,1
2342876,BM,1,0.25,1,admin_sales,0,0,1,0,0,OTHER,OTHER,1,
2342877,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342878,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342879,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2342880,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342881,LPS,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342882,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342883,CDQ,1,0.25,1,early_others,0,0,1,0,1,OTHER,OTHER,1,
2342884,BM,1,0.5,1,technical_professional,1,1,1,1,0,OTHER,OTHER,0,1
2342885,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342886,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342887,BM,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342888,BM,1,Other,1,senior_executives,1,1,0,0,0,OTHER,OTHER,0,1
2342889,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342890,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342891,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342892,BM,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
2342893,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342894,BM,1,0.25,1,early_others,1,1,1,1,1,OTHER,OTHER,0,1
2342895,BM,1,0.25,1,early_others,1,1,1,1,0,OTHER,OTHER,0,1
2342896,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342897,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2342898,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342899,CDQ,1,,0,early_others,,1,0,0,1,OTHER,OTHER,0,1
2342900,CDQ,1,Other,1,early_others,1,1,0,1,0,OTHER,OTHER,0,1
2342901,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342902,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
2342903,BM,1,0.25,1,admin_sales,1,1,1,1,0,OTHER,OTHER,,
2342904,BM,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2342905,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342906,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342907,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342908,BM,1,,0,early_others,,1,1,1,0,OTHER,OTHER,0,1
2342909,BM,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
2342910,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342911,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342912,BM,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2342913,CDQ,1,,0,early_others,,0,1,0,0,OTHER,OTHER,1,
2342914,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342915,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342916,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342917,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342918,BM,1,0.25,1,admin_sales,0,0,0,0,0,OTHER,OTHER,0,1
2342919,OTHER,,,0,early_others,,,,,,OTHER,OTHER,,
2342920,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342921,BM,1,0.25,1,admin_sales,1,0,0,1,0,OTHER,OTHER,0,1
2342922,BM,1,Other,1,senior_executives,1,0,0,0,0,OTHER,OTHER,0,1
2342923,OTHER,,,0,early_others,,,,,,OTHER,OTHER,,
2342924,BM,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2342925,BM,1,0.25,1,early_others,1,0,1,1,0,OTHER,OTHER,0,1
2342926,BM,1,,0,early_others,,1,0,0,1,BM,OTHER,0,1
2342927,CDQ,1,0.25,1,admin_sales,1,0,0,0,1,OTHER,OTHER,0,1
2342928,CDQ,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
2342929,BM,1,0.25,1,technical_professional,0,0,0,1,0,OTHER,OTHER,0,1
2342930,CDQ,0,,1,senior_executives,0,,,,,OTHER,OTHER,0,0
2342931,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342932,CDQ,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342933,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342934,BM,1,,0,early_others,,0,1,1,0,OTHER,OTHER,0,1
2342935,LPS,0,,1,early_others,0,,,,,OTHER,OTHER,0,0
2342936,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342937,CDQ,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
2342938,BM,1,,0,early_others,,0,0,0,0,BM,OTHER,0,1
2342939,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342940,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342941,BM,1,0.25,1,early_others,1,0,0,1,1,OTHER,OTHER,0,1
2342942,BM,1,0.5,1,technical_professional,1,0,1,0,0,OTHER,OTHER,0,1
2342943,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342944,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342945,BM,1,Other,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342946,BM,1,0.25,1,technical_professional,1,1,1,0,1,OTHER,OTHER,0,1
2342947,CDQ,1,0.5,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,1
2342948,CDQ,1,0.25,1,early_others,1,0,0,1,0,OTHER,OTHER,0,1
2342949,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342950,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,1,
2342951,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342952,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342953,CDQ,1,0.25,1,technical_professional,1,1,1,1,1,OTHER,OTHER,0,1
2342954,BM,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,0
2342955,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,1
2342956,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342957,BM,0,,1,senior_executives,0,,,,,OTHER,OTHER,0,1
2342958,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342959,BM,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
2342960,BM,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
2342961,BM,1,0.25,1,technical_professional,1,0,1,1,0,OTHER,OTHER,0,1
2342962,BM,1,0.25,1,technical_professional,1,1,1,0,0,OTHER,OTHER,0,1
2342963,BM,1,0.25,1,admin_sales,0,0,0,0,0,OTHER,OTHER,0,1
2342964,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342965,BM,1,0.25,1,admin_sales,1,0,1,1,0,OTHER,OTHER,0,1
2342966,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342967,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342968,BM,1,0.25,1,early_others,1,1,1,1,0,OTHER,OTHER,0,1
2342969,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342970,BM,1,Other,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2342971,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342972,BM,1,0.5,1,technical_professional,1,1,0,1,0,OTHER,OTHER,0,0
2342973,BM,1,0.5,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2342974,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342975,BM,1,,0,early_others,,1,0,0,0,BM,OTHER,0,1
2342976,BM,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2342977,BM,1,,0,early_others,,1,1,1,0,OTHER,OTHER,0,1
2342978,CDQ,1,0.25,1,technical_professional,1,1,1,1,1,OTHER,OTHER,0,1
2342979,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342980,BM,1,0.25,1,admin_sales,1,0,0,0,0,OTHER,OTHER,0,0
2342981,BM,1,,0,early_others,,1,1,0,0,OTHER,OTHER,0,1
2342982,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342983,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342984,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342985,OTHER,,,0,early_others,,,,,,OTHER,OTHER,,
2342986,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342987,CDQ,1,,0,early_others,,0,0,1,0,OTHER,OTHER,0,0
2342988,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342989,BM,1,0.25,1,early_others,1,0,1,1,1,BM,OTHER,0,1
2342990,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342991,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2342992,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342993,BM,1,,0,early_others,,0,1,0,0,OTHER,OTHER,0,1
2342994,BM,1,0.25,1,early_others,1,1,1,0,1,OTHER,OTHER,0,1
2342995,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342996,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2342997,BM,1,,0,early_others,,1,1,0,1,OTHER,OTHER,0,1
2342998,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2342999,BM,1,0.25,1,admin_sales,1,1,1,1,0,OTHER,OTHER,0,1
2343000,CDQ,1,0.5,1,early_others,0,0,0,0,0,OTHER,OTHER,0,1
2343001,BM,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2343002,CDQ,1,0.5,1,admin_sales,0,0,0,0,0,OTHER,OTHER,0,1
2343003,CDQ,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2343004,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343005,BM,1,0.25,1,admin_sales,1,1,0,1,1,OTHER,OTHER,0,1
2343006,CDQ,1,,0,early_others,,1,0,0,0,CDQ,OTHER,0,1
2343007,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343008,LPS,1,,0,early_others,,1,0,1,1,OTHER,OTHER,0,1
2343009,BM,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2343010,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343011,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343012,CDQ,1,Other,1,technical_professional,1,0,0,0,0,OTHER,OTHER,0,0
2343013,BM,1,0.25,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2343014,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343015,BM,1,,0,early_others,,0,1,1,0,OTHER,OTHER,0,1
2343016,CDQ,1,,0,early_others,,1,1,0,0,OTHER,OTHER,0,1
2343017,BM,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
2343018,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343019,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2343020,CDQ,1,0.25,1,admin_sales,0,1,0,0,1,OTHER,OTHER,0,1
2343021,CDQ,1,0.25,1,early_others,1,0,0,0,0,OTHER,OTHER,0,1
2343022,BM,1,,0,early_others,,1,1,0,1,BM,OTHER,0,0
2343023,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343024,CDQ,1,,0,early_others,,0,0,0,1,OTHER,OTHER,0,1
2343025,LPS,1,,0,early_others,,1,0,1,0,OTHER,OTHER,0,1
2343026,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343027,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2343028,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2343029,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,0
2343030,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343031,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343032,CDQ,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2343033,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343034,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343035,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2343036,BM,1,0.25,1,early_others,1,1,1,1,1,OTHER,OTHER,0,1
2343037,CDQ,1,,0,early_others,,1,1,1,0,OTHER,OTHER,1,
2343038,LPS,1,,0,early_others,,0,0,1,0,BM,OTHER,0,1
2343039,LPS,1,,0,early_others,,0,0,0,0,OTHER,OTHER,0,1
2343040,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343041,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
2343042,BM,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,0,1
2343043,LPS,1,,0,early_others,,1,0,0,0,OTHER,OTHER,0,1
2343044,CDQ,1,,0,early_others,,1,1,0,0,OTHER,OTHER,0,1
