unique_id,Graduation_year,study_level,job_title,Industry,School,study_program,time_to_job_after_graduation,current_status,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
45885,,,early_others,,,OTHER,,0,,1,1,1,0,CDQ,OTHER,0,1
45895,,,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,0,1
45905,,,admin_sales,,,OTHER,0.25,1,1,0,1,1,1,CDQ,OTHER,,
45915,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
45925,,,technical_professional,,,OTHER,0.5,1,1,0,1,0,1,BM,OTHER,,
45935,,,early_others,,,OTHER,,0,,1,1,0,0,OTHER,OTHER,1,
45945,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
45955,,,senior_executives,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,1,
45965,,,early_others,,,OTHER,,1,,0,0,0,1,OTHER,BM,0,1
45975,,,early_others,,,OTHER,,0,,1,1,1,1,CDQ,OTHER,1,
45985,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
45995,,,admin_sales,,,OTHER,0.25,1,0,0,1,0,0,OTHER,OTHER,,
46005,,,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,0,1
46015,,,early_others,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,0,0
46025,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,1,
46035,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46045,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46055,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46065,,,early_others,,,OTHER,,1,,0,0,1,1,CDQ,OTHER,0,1
46075,,,technical_professional,,,OTHER,0.25,1,1,0,0,0,1,OTHER,OTHER,0,1
46085,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46095,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46105,,,early_others,,,OTHER,,0,,1,1,0,1,OTHER,OTHER,0,1
46115,,,early_others,,,OTHER,,1,,1,1,1,1,OTHER,OTHER,0,1
46125,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,0,1
46135,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46145,,,early_others,,,OTHER,,0,,1,1,0,0,CDQ,OTHER,0,1
46155,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46165,,,early_others,,,OTHER,,0,,1,1,0,1,BM,OTHER,0,1
46175,,,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,1,
46185,,,early_others,,,OTHER,,0,,1,0,0,1,BM,OTHER,0,1
46195,,,early_others,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,0,0
46205,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,CDQ,0,1
46215,,,early_others,,,OTHER,,0,,1,0,0,0,BM,OTHER,0,1
46225,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,0,1
46235,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,0,1
46245,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,,
46255,,,early_others,,,OTHER,,1,,0,0,1,1,LPS,OTHER,1,
46265,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,1,
46275,,,technical_professional,,,OTHER,0.25,1,0,0,1,1,1,LPS,OTHER,1,
46285,,,admin_sales,,,OTHER,0.25,1,1,0,0,1,1,BM,OTHER,1,
46295,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46305,,,senior_executives,,,OTHER,0.5,1,1,0,0,1,0,OTHER,LPS,0,1
46315,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,1,
46325,,,admin_sales,,,OTHER,0.25,1,1,0,1,1,1,OTHER,BM,0,1
46335,,,admin_sales,,,OTHER,0.25,1,1,0,0,0,1,CDQ,OTHER,,
46345,,,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,0,1
46355,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,OTHER,BM,0,1
46365,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,0,1
46375,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46385,,,technical_professional,,,OTHER,Other,1,1,1,0,1,0,OTHER,OTHER,1,
46395,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,0,1
46405,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46415,,,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
46425,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46435,,,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,1,
46445,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46455,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,1,
46465,,,early_others,,,OTHER,,0,,1,1,1,1,CDQ,OTHER,1,
46475,,,technical_professional,,,OTHER,Other,1,0,0,0,1,0,CDQ,OTHER,1,
46485,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,1
46495,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,1
46505,,,early_others,,,OTHER,Other,1,0,0,0,1,1,OTHER,OTHER,0,0
46515,,,early_others,,,OTHER,0.25,1,1,1,1,1,0,LPS,OTHER,1,
46525,,,early_others,,,OTHER,,0,,1,1,0,0,OTHER,CDQ,1,
46535,,,admin_sales,,,OTHER,Other,1,1,0,0,0,1,BM,OTHER,0,1
46545,,,early_others,,,OTHER,,1,,1,1,1,1,OTHER,OTHER,1,
46555,,,technical_professional,,,OTHER,0.25,1,1,0,1,0,1,BM,OTHER,1,
46565,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46575,,,early_others,,,OTHER,,0,,1,0,0,1,OTHER,OTHER,,
46585,,,technical_professional,,,OTHER,0.5,1,1,0,0,1,1,OTHER,OTHER,1,
46595,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46605,,,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,1,
46615,,,admin_sales,,,OTHER,0.25,1,1,1,1,0,1,OTHER,OTHER,1,
46625,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,0,1
46635,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46645,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,0,0
46655,,,technical_professional,,,OTHER,0.25,1,1,0,1,1,1,CDQ,OTHER,0,1
46665,,,early_others,,,OTHER,,,,0,0,0,1,OTHER,OTHER,,
46675,,,early_others,,,OTHER,,0,,1,0,0,1,OTHER,OTHER,,
46685,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46695,,,early_others,,,OTHER,0.5,1,1,0,0,0,0,OTHER,OTHER,0,1
46705,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46715,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46725,,,early_others,,,OTHER,,0,,0,1,0,1,CDQ,OTHER,0,1
46735,,,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,0,1
46745,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,0,1
46755,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46765,,,early_others,,,OTHER,,1,,1,1,1,1,BM,OTHER,1,
46775,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
46785,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
46795,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
46805,,,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,0,1
46815,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,OTHER,CDQ,1,
46825,,,early_others,,,OTHER,0.5,1,1,1,1,0,1,LPS,OTHER,1,
46835,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,OTHER,CDQ,1,
46845,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,BM,0,1
46855,,,technical_professional,,,OTHER,Other,1,1,0,0,1,0,OTHER,CDQ,0,1
46865,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,0
46875,,,senior_executives,,,OTHER,Other,1,1,0,0,1,0,OTHER,OTHER,,
46885,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,CDQ,0,0
46895,,,early_others,,,OTHER,0.25,1,0,0,1,0,0,OTHER,OTHER,1,
46905,,,early_others,,,OTHER,,1,,1,0,1,1,OTHER,CDQ,1,
46915,,,admin_sales,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,0,1
46925,,,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
46935,,,senior_executives,,,OTHER,Other,1,0,0,0,0,0,OTHER,OTHER,0,1
46945,,,early_others,,,OTHER,,0,,0,0,1,1,OTHER,CDQ,1,
46955,,,senior_executives,,,OTHER,Other,1,0,0,0,0,0,OTHER,LPS,0,0
46965,,,admin_sales,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,0,0
46975,,,early_others,,,OTHER,,1,,1,0,0,1,BM,OTHER,0,1
46985,,,technical_professional,,,OTHER,Other,1,0,0,0,0,0,OTHER,OTHER,1,
46995,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,0,1
47005,,,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,LPS,OTHER,1,
47015,,,early_others,,,OTHER,,0,,0,1,0,1,CDQ,OTHER,1,
47025,,,early_others,,,OTHER,0.25,1,0,1,0,1,1,BM,OTHER,0,1
47035,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47045,,,early_others,,,OTHER,,0,,0,1,1,1,CDQ,OTHER,0,0
47055,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47065,,,senior_executives,,,OTHER,0.25,1,1,0,0,1,1,BM,OTHER,0,1
47075,,,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
47085,,,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,,
47095,,,technical_professional,,,OTHER,0.5,1,1,0,1,1,0,OTHER,OTHER,1,
47105,,,early_others,,,OTHER,,0,,1,1,1,0,BM,OTHER,0,1
47115,,,early_others,,,OTHER,0.25,1,1,0,1,1,1,OTHER,OTHER,0,1
47125,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,BM,0,1
47135,,,early_others,,,OTHER,,0,,0,1,1,0,OTHER,BM,1,
47145,,,admin_sales,,,OTHER,0.25,1,1,1,1,0,1,CDQ,OTHER,1,
47155,,,senior_executives,,,OTHER,0.25,1,1,1,1,0,0,OTHER,OTHER,1,
47165,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47175,,,senior_executives,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,0,1
47185,,,early_others,,,OTHER,Other,1,1,0,0,1,1,OTHER,OTHER,1,
47195,,,admin_sales,,,OTHER,0.5,1,1,0,0,1,0,BM,OTHER,1,
47205,,,early_others,,,OTHER,,0,,1,0,0,1,CDQ,OTHER,0,1
47215,,,early_others,,,OTHER,,0,,1,0,1,0,CDQ,OTHER,1,
47225,,,early_others,,,OTHER,,0,,1,1,1,0,LPS,OTHER,0,1
47235,,,early_others,,,OTHER,,0,,0,1,0,0,BM,OTHER,1,
47245,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47255,,,early_others,,,OTHER,,,,0,1,0,1,OTHER,OTHER,,
47265,,,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,0,0
47275,,,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,,
47285,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47295,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,CDQ,OTHER,1,
47305,,,early_others,,,OTHER,Other,1,0,0,0,0,0,OTHER,OTHER,,
47315,,,early_others,,,OTHER,0.25,1,1,0,0,0,1,OTHER,OTHER,1,
47325,,,early_others,,,OTHER,Other,1,0,1,0,1,0,OTHER,OTHER,,
47335,,,early_others,,,OTHER,,0,,1,0,0,1,LPS,OTHER,0,0
47345,,,early_others,,,OTHER,,0,,1,0,0,1,LPS,OTHER,1,
47355,,,early_others,,,OTHER,,0,,1,0,0,0,LPS,OTHER,0,0
47365,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,1,
47375,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47385,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47395,,,early_others,,,OTHER,,1,,0,0,0,0,BM,OTHER,0,1
47405,,,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,CDQ,OTHER,0,1
47415,,,early_others,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,1,
47425,,,early_others,,,OTHER,0.25,1,0,0,0,0,0,OTHER,OTHER,0,1
47435,,,early_others,,,OTHER,,0,,1,1,0,1,BM,OTHER,1,
47445,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,LPS,1,
47455,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,0,1
47465,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47475,,,technical_professional,,,OTHER,0.25,1,1,0,1,1,0,OTHER,OTHER,0,1
47485,,,senior_executives,,,OTHER,0.25,1,0,0,0,1,0,OTHER,OTHER,1,
47495,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
47505,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47515,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
47525,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47535,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47545,,,senior_executives,,,OTHER,Other,1,1,0,1,1,0,OTHER,OTHER,,
47555,,,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,1,
47565,,,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,0,1
47575,,,early_others,,,OTHER,,0,,1,1,0,1,OTHER,OTHER,0,0
47585,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,0,1
47595,,,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,1,
47605,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,1,
47615,,,early_others,,,OTHER,,0,,0,0,1,0,LPS,OTHER,0,1
47625,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,0,0
47635,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47645,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,1,
47655,,,technical_professional,,,OTHER,0.25,1,1,0,0,1,1,BM,OTHER,1,
47665,,,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
47675,,,early_others,,,OTHER,,1,,0,1,0,0,OTHER,LPS,0,1
47685,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47695,,,early_others,,,OTHER,0.25,1,1,1,0,0,0,BM,OTHER,1,
47705,,,early_others,,,OTHER,,0,,1,1,0,1,CDQ,OTHER,1,
47715,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47725,,,early_others,,,OTHER,0.25,1,1,0,0,1,0,OTHER,LPS,0,1
47735,,,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,0,0
47745,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47755,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,CDQ,OTHER,0,1
47765,,,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
47775,,,early_others,,,OTHER,,0,,1,0,0,1,LPS,OTHER,0,1
47785,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47795,,,early_others,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,1,
47805,,,technical_professional,,,OTHER,0.25,1,1,0,1,1,0,CDQ,OTHER,1,
47815,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,CDQ,,
47825,,,admin_sales,,,OTHER,Other,1,0,0,1,1,0,OTHER,OTHER,0,0
47835,,,admin_sales,,,OTHER,Other,1,0,0,0,1,0,OTHER,OTHER,0,0
47845,,,admin_sales,,,OTHER,0.5,1,1,1,0,1,0,OTHER,OTHER,0,1
47855,,,early_others,,,OTHER,,0,,1,0,1,0,BM,OTHER,0,1
47865,,,admin_sales,,,OTHER,0.25,1,0,0,1,0,1,OTHER,OTHER,,
47875,,,technical_professional,,,OTHER,0.25,1,1,0,0,0,0,OTHER,BM,0,1
47885,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47895,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,0,0
47905,,,early_others,,,OTHER,,0,,1,1,0,0,OTHER,OTHER,1,
47915,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,BM,0,1
47925,,,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
47935,,,early_others,,,OTHER,,1,,1,1,1,1,OTHER,BM,0,1
47945,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
47955,,,early_others,,,OTHER,,1,,0,0,0,1,OTHER,LPS,1,
47965,,,early_others,,,OTHER,,0,,1,0,0,0,LPS,OTHER,0,1
47975,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,OTHER,OTHER,0,1
47985,,,early_others,,,OTHER,,1,,0,0,0,0,BM,OTHER,0,1
47995,,,technical_professional,,,OTHER,0.5,1,0,0,0,1,1,BM,OTHER,0,1
48005,,,early_others,,,OTHER,,0,,1,1,0,1,LPS,OTHER,1,
48015,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48025,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48035,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
48045,,,admin_sales,,,OTHER,0.25,1,0,1,0,0,0,BM,OTHER,1,
48055,,,technical_professional,,,OTHER,Other,1,0,0,0,1,1,OTHER,OTHER,0,1
48065,,,early_others,,,OTHER,0.25,1,0,1,1,1,1,OTHER,OTHER,1,
48075,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,1
48085,,,early_others,,,OTHER,,1,,1,0,1,0,OTHER,LPS,0,0
48095,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48105,,,early_others,,,OTHER,,0,,0,1,1,0,OTHER,CDQ,0,1
48115,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48125,,,early_others,,,OTHER,,0,,0,0,0,1,CDQ,OTHER,1,
48135,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,0,1
48145,,,early_others,,,OTHER,,1,,0,0,1,1,OTHER,CDQ,0,1
48155,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,1
48165,,,early_others,,,OTHER,,0,,1,1,0,1,OTHER,LPS,0,1
48175,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48185,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,1,
48195,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
48205,,,early_others,,,OTHER,,0,,0,0,1,1,OTHER,OTHER,1,
48215,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48225,,,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,1,
48235,,,early_others,,,OTHER,,0,,1,1,0,1,CDQ,OTHER,1,
48245,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,,
48255,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,1,
48265,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,BM,1,
48275,,,technical_professional,,,OTHER,0.25,1,1,0,1,1,0,LPS,OTHER,0,1
48285,,,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,0,1
48295,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,1,
48305,,,early_others,,,OTHER,,0,,0,0,1,1,BM,OTHER,0,1
48315,,,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,0,1
48325,,,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,0,0
48335,,,early_others,,,OTHER,,0,,0,0,1,0,LPS,OTHER,0,1
48345,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,0,1
48355,,,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,0,1
48365,,,early_others,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,1,
48375,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,LPS,0,1
48385,,,early_others,,,OTHER,,1,,1,1,1,1,OTHER,OTHER,,
48395,,,early_others,,,OTHER,,,,1,0,0,1,OTHER,OTHER,,
48405,,,early_others,,,OTHER,,0,,1,1,0,1,BM,OTHER,1,
48415,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
48425,,,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,0,1
48435,,,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,OTHER,OTHER,0,1
48445,,,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,1,
48455,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48465,,,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,0,0
48475,,,senior_executives,,,OTHER,Other,1,1,1,0,1,0,OTHER,OTHER,1,
48485,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48495,,,early_others,,,OTHER,,1,,0,0,1,1,OTHER,OTHER,0,0
48505,,,early_others,,,OTHER,,0,,0,0,0,1,CDQ,OTHER,0,1
48515,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48525,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,0,1
48535,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48545,,,early_others,,,OTHER,,0,,1,1,0,1,OTHER,LPS,0,1
48555,,,technical_professional,,,OTHER,0.25,1,1,0,0,0,1,OTHER,OTHER,,
48565,,,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
48575,,,senior_executives,,,OTHER,0.25,1,0,0,0,0,1,OTHER,OTHER,0,1
48585,,,technical_professional,,,OTHER,0.25,1,1,1,0,0,0,BM,OTHER,0,1
48595,,,early_others,,,OTHER,,0,,1,1,0,1,OTHER,LPS,0,1
48605,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48615,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,LPS,0,1
48625,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,1,
48635,,,admin_sales,,,OTHER,0.25,1,0,0,1,0,0,BM,OTHER,0,1
48645,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,0
48655,,,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,1,
48665,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,LPS,0,1
48675,,,admin_sales,,,OTHER,0.25,1,1,1,0,0,0,LPS,OTHER,0,1
48685,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,0,0
48695,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,0,1
48705,,,early_others,,,OTHER,,0,,0,1,1,0,OTHER,CDQ,0,1
48715,,,technical_professional,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,1,
48725,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,1,
48735,,,technical_professional,,,OTHER,0.5,1,1,1,0,0,0,OTHER,OTHER,1,
48745,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48755,,,early_others,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,,
48765,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
48775,,,early_others,,,OTHER,,1,,1,1,1,0,OTHER,OTHER,0,1
48785,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48795,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,1,
48805,,,early_others,,,OTHER,,0,,1,0,1,0,LPS,OTHER,0,0
48815,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
48825,,,early_others,,,OTHER,,0,,0,0,0,1,OTHER,LPS,0,0
48835,,,senior_executives,,,OTHER,Other,1,0,1,0,0,0,OTHER,BM,,
48845,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
48855,,,early_others,,,OTHER,0.25,1,1,0,1,1,0,OTHER,OTHER,0,1
48865,,,senior_executives,,,OTHER,Other,1,0,1,0,0,0,OTHER,OTHER,0,1
48875,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,1,
48885,,,technical_professional,,,OTHER,Other,1,1,0,0,0,0,CDQ,OTHER,0,1
48895,,,early_others,,,OTHER,,0,,1,0,1,0,OTHER,LPS,0,0
48905,,,early_others,,,OTHER,,1,,1,1,1,1,OTHER,BM,1,
48915,,,admin_sales,,,OTHER,0.25,1,1,1,0,0,0,OTHER,BM,1,
48925,,,technical_professional,,,OTHER,Other,1,1,0,0,1,0,CDQ,OTHER,0,1
48935,,,senior_executives,,,OTHER,0.25,1,0,0,0,0,0,OTHER,OTHER,,
48945,,,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,0,0
48955,,,senior_executives,,,OTHER,0.25,1,0,0,0,0,0,OTHER,OTHER,1,
48965,,,technical_professional,,,OTHER,Other,1,0,0,0,1,0,LPS,OTHER,0,1
48975,,,early_others,,,OTHER,,0,,1,1,1,0,OTHER,LPS,1,
48985,,,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,1,
48995,,,technical_professional,,,OTHER,Other,1,0,1,0,0,1,OTHER,OTHER,0,1
49005,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
49015,,,early_others,,,OTHER,,0,,1,1,0,1,OTHER,OTHER,0,1
49025,,,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
49035,,,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,,
49045,,,early_others,,,OTHER,,0,,0,0,1,1,OTHER,OTHER,0,1
49055,,,early_others,,,OTHER,,0,,0,1,1,1,OTHER,OTHER,1,
49065,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,,
49075,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
49085,,,early_others,,,OTHER,,0,,1,1,0,1,BM,OTHER,0,1
49095,,,admin_sales,,,OTHER,0.25,1,1,1,0,0,0,OTHER,OTHER,0,1
49105,,,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,1,
49115,,,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,0,1
49125,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
49135,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
49145,,,early_others,,,OTHER,,0,,1,0,0,1,OTHER,OTHER,1,
49155,,,early_others,,,OTHER,,1,,0,1,1,1,OTHER,BM,1,
49165,,,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,0,1
49175,,,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,CDQ,OTHER,1,
49185,,,early_others,,,OTHER,,0,,1,1,0,1,LPS,OTHER,1,
49195,,,early_others,,,OTHER,0.25,1,1,1,0,0,0,OTHER,OTHER,0,1
49205,,,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,0,0
49215,,,early_others,,,OTHER,,0,,1,1,1,0,CDQ,OTHER,0,1
49225,,,early_others,,,OTHER,,0,,0,1,0,1,CDQ,OTHER,0,1
